"volume","page","mission_number","type","church","city","state","start_date","end_date","confessions_total","converts","under_instruction","diocese","confessions_adults","confessions_children","confessions_men","confessions_women","order","notes","converts_adult","converts_children","temperance_pledges","confirmed","location","year","converts_total","geo.lon","geo.lat"
4,215,NA,"mission","St. Bridget's Church","Indianapolis","IN","11/29/1891","12/9/1891",1300,9,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Indianapolis IN",1891,9,-86.158068,39.768403
4,216,NA,"mission","St. Thomas's Church","Brooklyn","NY","12/6/1891","12/20/1891",3375,11,0,"",NA,NA,1370,2005,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",1891,11,-73.95,40.65
4,218,NA,"mission","St. Patrick's Church","Cleveland","OH","12/6/1891","12/20/1891",3550,0,0,"",NA,200,1440,1910,"Paulist","",NA,NA,NA,NA,"Cleveland OH",1891,0,-81.6954088,41.4994954
4,220,NA,"mission","St. Stephen's Church","New York","NY","1/3/1892","1/26/1892",6500,6,0,"",NA,450,2000,4050,"Paulist","",NA,NA,1240,NA,"New York NY",1892,6,-74.0059731,40.7143528
4,223,NA,"mission","St. Jerome's Church","Mott Haven","NY","1/17/1892","1/31/1892",3980,3,0,"",NA,610,1592,1778,"Paulist","",NA,NA,NA,NA,"Mott Haven NY",1892,3,-73.9228881,40.8091068
4,225,NA,"mission","St. Francis de Sales' Church","Brooklyn","NY","1/31/1892","2/14/1892",2055,0,0,"",NA,NA,980,1075,"Paulist","",NA,NA,675,NA,"Brooklyn NY",1892,0,-73.95,40.65
4,227,NA,"mission","St. John the Evangelist's Church","Brooklyn","NY","2/7/1892","2/21/1892",4925,0,0,"",NA,NA,2240,2685,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",1892,0,-73.95,40.65
4,229,NA,"mission","St. Jerome's Church","Baltimore","MD","2/14/1892","2/23/1892",960,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,120,"Baltimore MD",1892,5,-76.6121893,39.2903848
4,231,NA,"mission","St. Aloysius's Church","Detroit","MI","2/7/1892","2/15/1892",1100,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Detroit MI",1892,3,-83.0457538,42.331427
4,232,NA,"mission","St. Patrick's Church","Ottawa","Canada","3/6/1892","3/20/1892",2516,0,0,"",NA,280,886,1350,"Paulist","",NA,NA,1322,140,"Ottawa Canada",1892,0,-75.6971931,45.4215296
4,234,NA,"mission","St. John's Church","Worcester","MA","3/6/1892","3/20/1892",7200,6,0,"",NA,3520,3680,NA,"Paulist","",NA,NA,NA,NA,"Worcester MA",1892,6,-71.8022934,42.2625932
4,236,NA,"mission","St. Rose's Church","Meriden","CT","3/27/1892","4/10/1892",4650,6,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Meriden CT",1892,6,-72.8070435,41.5381535
4,238,NA,"mission","St. Patrick's Church","Montreal","Canada","3/20/1892","4/17/1892",8728,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,4729,NA,"Montreal Canada",1892,0,-73.5539925,45.5086699
4,243,NA,"mission","Our Lady of Loretto's Church","Hempstead","NY","4/24/1892","5/1/1892",410,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hempstead NY",1892,2,-73.6187397,40.7062128
4,244,NA,"mission","St. Rose of Lima's Church","Parkville","NY","4/24/1892","5/1/1892",370,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Parkville NY",1892,0,-74.7596049,41.8553669
4,245,NA,"mission","St. Francis de Sales' Church","Utica","NY","4/24/1892","5/2/1892",1430,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Utica NY",1892,4,-75.232664,43.100903
4,246,NA,"mission","Church of the Assumption","Ansonia","CT","4/24/1892","5/8/1892",3250,0,0,"",NA,NA,1740,1510,"Paulist","",NA,NA,1300,NA,"Ansonia CT",1892,0,-73.0789969,41.3462078
4,248,NA,"mission","Church of the Immaculate Conception","Tuckahoe","NY","5/8/1892","5/17/1892",830,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Tuckahoe NY",1892,0,-73.827356,40.9503764
4,249,NA,"mission","St. Augustine's Church","Bridgeport","CT","5/15/1892","5/29/1892",3450,0,0,"",NA,NA,1710,1740,"Paulist","",NA,NA,NA,NA,"Bridgeport CT",1892,0,-73.1951767,41.1865478
4,250,NA,"mission","St. Bridget's Church","West Troy","NY","5/8/1892","5/22/1892",2110,0,0,"",NA,NA,980,1130,"Paulist","",NA,NA,NA,NA,"West Troy NY",1892,0,-73.6917851,42.7284117
4,252,NA,"mission","St. Jerome's Church","Hyattsville","MD","5/22/1892","5/29/1892",155,1,2,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Hyattsville MD",1892,3,-76.9455301,38.9559442
4,253,NA,"mission","Church of the Annunciation","Florence","MA","6/5/1892","6/12/1892",1075,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Florence MA",1892,1,-72.6716667,42.3355556
4,254,NA,"mission","","Canal Fulton","OH","6/5/1892","6/12/1892",400,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Canal Fulton OH",1892,1,-81.597623,40.8897784
4,255,NA,"mission","St. Mary's Church","Canandaigua","NY","5/29/1892","6/12/1892",1580,4,0,"",NA,NA,740,840,"Paulist","",NA,NA,NA,136,"Canandaigua NY",1892,4,-77.2816984,42.887535
4,257,NA,"mission","Church of the Immaculate Conception","Newburyport","MA","5/22/1892","6/5/1892",2740,0,0,"",NA,240,1050,1450,"Paulist","",NA,NA,NA,NA,"Newburyport MA",1892,0,-70.8772751,42.8125913
4,259,NA,"retreat","St. Bridget's Church","Indianapolis","IN","6/9/1892","6/12/1892",750,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Indianapolis IN",1892,0,-86.158068,39.768403
4,263,NA,"mission","Star of the Sea Church","Long Branch","NJ","9/11/1892","9/18/1892",600,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Long Branch NJ",1892,1,-73.9923596,40.3042778
4,264,NA,"mission","St. Agnes's Church","Paterson","NJ","9/11/1892","9/25/1892",2200,12,0,"",NA,400,800,1000,"Paulist","",NA,NA,840,89,"Paterson NJ",1892,12,-74.171811,40.9167654
4,265,NA,"mission","Holy Trinity Church","Wallingford","CT","9/11/1892","9/25/1892",1450,0,0,"",NA,75,675,700,"Paulist","",NA,NA,600,NA,"Wallingford CT",1892,0,-72.8230736,41.4570108
4,266,NA,"mission","St. Columba's Church","Newark","NJ","9/11/1892","9/25/1892",1575,0,0,"",NA,65,610,900,"Paulist","",NA,NA,NA,NA,"Newark NJ",1892,0,-74.1723667,40.735657
4,267,NA,"mission","Church of Our Lady","Sand Beach","MI","9/25/1892","9/29/1892",140,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sand Beach MI",1892,0,-82.669947,43.8040404
4,268,NA,"mission","St. Joseph's Church","Argyle","MI","9/25/1892","9/31/1892",224,14,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Argyle MI",1892,14,-82.9359965,43.564207
4,269,NA,"mission","Immaculate Conception Church","Monmouth","IL","10/2/1892","10/9/1892",485,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,100,NA,"Monmouth IL",1892,0,-90.6473576,40.9114271
4,270,NA,"mission","","Raritan","IL","10/9/1892","10/12/1892",130,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,68,NA,"Raritan IL",1892,0,-90.8273591,40.6958732
4,270,NA,"mission","","Alexis","IL","10/9/1892","10/13/1892",200,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,112,NA,"Alexis IL",1892,0,-90.5559675,41.0633703
4,271,NA,"mission","St. Augustine's Church","Kalamazoo","MI","10/2/1892","10/16/1892",1600,0,0,"",NA,350,550,700,"Paulist","",NA,NA,NA,NA,"Kalamazoo MI",1892,0,-85.5872286,42.2917069
4,273,NA,"mission","","Highland Falls","NY","10/2/1892","10/16/1892",350,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Highland Falls NY",1892,0,-73.9662504,41.3692605
4,273,NA,"mission","","West Point","NY","10/2/1892","10/16/1892",520,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Point NY",1892,0,-73.9559721,41.3914827
4,274,NA,"mission","St. Ann's Church","Neponset","MA","10/2/1892","10/16/1892",1610,1,0,"",NA,NA,760,850,"Paulist","",NA,NA,NA,NA,"Neponset MA",1892,1,-71.1344539,42.2237683
4,275,NA,"mission","St. Mark's Church","Peoria","IL","10/16/1892","10/23/1892",317,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,115,NA,"Peoria IL",1892,0,-89.5889864,40.6936488
4,276,NA,"mission","Church of the Immaculate Conception","Spring Valley","IL","10/23/1892","10/30/1892",950,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Spring Valley IL",1892,0,-89.1998076,41.3275352
4,277,NA,"mission","Church of the Nativity","Brooklyn","NY","10/16/1892","10/30/1892",2530,1,0,"",NA,NA,1050,1480,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",1892,1,-73.95,40.65
4,279,NA,"mission","St. Mary's Church","Utica","IL","10/30/1892","11/6/1892",507,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Utica IL",1892,0,-89.0097155,41.3414125
4,280,NA,"mission","Ss. Peter and Paul's Cathedral","Detroit","MI","10/23/1892","11/6/1892",2050,0,0,"",NA,100,600,1350,"Paulist","",NA,NA,NA,NA,"Detroit MI",1892,0,-83.0457538,42.331427
4,281,NA,"mission","St. Mary's Church","Bethel","CT","10/30/1892","11/6/1892",700,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bethel CT",1892,0,-73.4139621,41.3712283
4,282,NA,"mission","St. Simon's Church","Washington","IN","11/13/1892","11/20/1892",1300,9,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington IN",1892,9,-87.172789,38.6592152
4,283,NA,"mission","St. Joseph's Church","Roxbury","MA","11/13/1892","11/27/1892",2650,0,0,"",NA,400,900,1350,"Paulist","",NA,NA,NA,NA,"Roxbury MA",1892,0,-71.0913748,42.3151978
4,283,NA,"mission","Chapel","Roxbury","MA","11/13/1892","11/20/1892",1150,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Roxbury MA",1892,0,-71.0913748,42.3151978
4,285,NA,"mission","St. Ann's Church","Chicago","IL","11/23/1892","11/27/1892",2250,0,0,"",NA,150,800,1300,"Paulist","",NA,NA,NA,NA,"Chicago IL",1892,0,-87.6297982,41.8781136
4,286,NA,"mission","Sacred Heart Church","Bloomfield","NJ","11/27/1892","12/4/1892",1007,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,400,NA,"Bloomfield NJ",1892,2,-74.1854209,40.8067546
4,287,NA,"mission","St. Cecilia's Church","Boston","MA","12/4/1892","12/11/1892",2580,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boston MA",1892,0,-71.0597732,42.3584308
4,288,NA,"mission","St. Stephen's Church","Brooklyn","NY","12/4/1892","12/18/1892",3880,0,0,"",NA,200,1530,2150,"Paulist","",NA,NA,600,NA,"Brooklyn NY",1892,0,-73.95,40.65
4,289,NA,"mission","Church of the Immaculate Conception","East Weymouth","MA","1/1/1893","1/11/1893",1300,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"East Weymouth MA",1893,3,-70.9294163,42.2125125
4,290,NA,"mission","St. Mary's Church","Dedham","MA","1/1/1893","1/11/1893",1600,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,1000,NA,"Dedham MA",1893,0,-71.166143,42.2411916
4,292,NA,"mission","Church of the Immaculate Conception","Cleveland","OH","1/1/1893","1/13/1893",2950,5,0,"",NA,NA,1450,1500,"Paulist","",NA,NA,NA,NA,"Cleveland OH",1893,5,-81.6954088,41.4994954
4,293,NA,"mission","","Port Ewen","NY","1/22/1893","1/29/1893",284,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Port Ewen NY",1893,0,-73.976249,41.9053703
4,294,NA,"mission","St. Mary's Church","New Britain","CT","1/15/1893","1/29/1893",5285,4,0,"",NA,625,2245,2415,"Paulist","",NA,NA,2430,NA,"New Britain CT",1893,4,-72.7795419,41.6612104
4,296,NA,"mission","St. Mary's Church","Roudout","NY","1/29/1893","2/12/1893",3000,5,0,"",NA,400,1200,1400,"Paulist","",NA,NA,NA,500,"Roudout NY",1893,5,-73.9851381,41.920648
4,297,NA,"mission","St. Cecilia's Church","New York","NY","2/12/1893","3/12/1893",7550,20,0,"",NA,550,3200,3800,"Paulist","",NA,NA,600,NA,"New York NY",1893,20,-74.0059731,40.7143528
4,299,NA,"mission","St. Gabriel's Church","New York","NY","2/19/1893","3/19/1893",8637,0,0,"",NA,1200,2800,4577,"Paulist","",NA,NA,2593,NA,"New York NY",1893,0,-74.0059731,40.7143528
4,300,NA,"mission","St. John's Cathedral","Cleveland","OH","3/19/1893","4/2/1893",3750,0,0,"",NA,600,2120,3030,"Paulist","",NA,NA,NA,NA,"Cleveland OH",1893,0,-81.6954088,41.4994954
4,302,NA,"mission","Church of the Visitation","Philadelphia","PA","3/19/1893","4/2/1893",4800,12,0,"",NA,600,1900,2300,"Paulist","",NA,NA,NA,NA,"Philadelphia PA",1893,12,-75.163789,39.952335
4,303,NA,"mission","Church of the Assumption","Morristown","NJ","4/9/1893","4/23/1893",2087,3,0,"",NA,287,750,1050,"Paulist","",NA,NA,450,NA,"Morristown NJ",1893,3,-74.4815438,40.7967667
4,305,NA,"mission","St. John's Church","Bellefonte","PA","4/9/1893","4/16/1893",760,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,363,NA,"Bellefonte PA",1893,4,-77.7783348,40.9133943
4,307,NA,"mission","","Meadville","PA","4/9/1893","4/17/1893",900,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Meadville PA",1893,1,-80.1514484,41.6414438
4,308,NA,"mission","","Sayre","PA","4/9/1893","4/16/1893",700,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sayre PA",1893,3,-76.515499,41.9789631
4,309,NA,"mission","St. Patrick's Church","Norwich","CT","4/23/1893","5/7/1893",4060,3,0,"",NA,425,1525,2110,"Paulist","",NA,NA,NA,NA,"Norwich CT",1893,3,-72.0759105,41.5242649
4,311,NA,"mission","St. Malachy's Church","Chicago","IL","4/23/1893","5/7/1893",2250,4,0,"",NA,250,800,1200,"Paulist","",NA,NA,NA,NA,"Chicago IL",1893,4,-87.6297982,41.8781136
4,312,NA,"retreat","St. Matthew's Church","Washington","DC","4/23/1893","4/23/1893",600,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",1893,0,-77.0364641,38.9072309
4,313,NA,"mission","Immaculate Conception Church","Portsmouth","NH","4/30/1893","5/7/1893",1350,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,45,NA,"Portsmouth NH",1893,0,-70.7625532,43.0717552
4,314,NA,"mission","St. Thomas's Church","Woodberry, Baltimore","MD","5/15/1893","5/21/1893",670,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Woodberry, Baltimore Maryland",1893,0,-76.6513787,39.3368301
4,315,NA,"mission","Manhattan College","New York","NY","3/26/1893","3/29/1893",200,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1893,0,-74.0059731,40.7143528
4,315,NA,"mission","Classon-on-the-Sound","New York","NY","5/8/1893","5/12/1893",120,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1893,0,-74.0059731,40.7143528
4,316,NA,"mission","St. Patrick's Church","Whitinsville","MA","5/14/1893","5/24/1893",910,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,380,NA,"Whitinsville MA",1893,0,-71.6661783,42.1112075
4,318,NA,"mission","St. Rose's Church","West Brighton, Staten Island","NY","5/7/1893","5/28/1893",1685,5,0,"",NA,250,610,825,"Paulist","",NA,NA,NA,NA,"West Brighton, Staten Island NY",1893,5,-74.1093141,40.6270298
4,320,NA,"mission","","North Weymouth","MA","5/24/1893","5/28/1893",240,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"North Weymouth MA",1893,0,-70.9467133,42.2459331
4,321,NA,"mission","","Broad Brook","CT","5/14/1893","5/21/1893",312,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Broad Brook CT",1893,0,-72.5450873,41.9123195
4,322,NA,"mission","St. Thomas's Church","Southington","CT","5/14/1893","5/21/1893",840,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Southington CT",1893,0,-72.8776013,41.5964869
4,323,NA,"mission","St. Rose of Lima's Church","Suffern","NY","5/21/1893","5/28/1893",217,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Suffern NY",1893,1,-74.1495889,41.1148179
4,323,NA,"mission","","Tuxedo","NY","5/28/1893","6/4/1893",146,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Tuxedo NY",1893,2,-74.1944529,41.2376671
